
id,place_id,name,description,start_date,end_date,price_range,source,slug
147,3,Free TRX Suspension Training 114253,Free TRX Suspension Training 114253,"September 8th, 2017","September 8th, 2017",1,http://www.westshorerecreation.ca/programs/guide/,free-trx-suspension-training-114253474456
148,3,Free Friday Fitness Special 114277,Free Friday Fitness Special 114277,"September 8th, 2017","September 8th, 2017",1,http://www.westshorerecreation.ca/programs/guide/,free-friday-fitness-special-114277248152
149,3,Free Orientation - Teen Group 113816,Free Orientation - Teen Group 113816,"September 8th, 2017","September 8th, 2017",1,http://www.westshorerecreation.ca/programs/guide/,free-orientation---teen-group-113816921005
150,3,Free Stroller Fit 114299,Free Stroller Fit 114299,"September 8th, 2017","September 8th, 2017",1,http://www.westshorerecreation.ca/programs/guide/,free-stroller-fit-114299770641
151,3,Free Orientation - Adult Group 113810,Free Orientation - Adult Group 113810,"September 9th, 2017","September 9th, 2017",1,http://www.westshorerecreation.ca/programs/guide/,free-orientation---adult-group-113810060495
152,3,Free Queenax Orientation 111395,Free Queenax Orientation 111395,"September 9th, 2017","September 9th, 2017",1,http://www.westshorerecreation.ca/programs/guide/,free-queenax-orientation-111395561854
153,3,Free Zumba Fitness 114341,Free Zumba Fitness 114341,"September 9th, 2017","September 9th, 2017",1,http://www.westshorerecreation.ca/programs/guide/,free-zumba-fitness-114341857397
154,3,Free Indoor Cycling Classes 114274,Free Indoor Cycling Classes 114274,"September 10th, 2017","September 10th, 2017",1,http://www.westshorerecreation.ca/programs/guide/,free-indoor-cycling-classes-114274551777
155,3,Free Queenax Power Circuit 114128,Free Queenax Power Circuit 114128,"September 11th, 2017","September 11th, 2017",1,http://www.westshorerecreation.ca/programs/guide/,free-queenax-power-circuit-114128653351
156,3,Free The Biggest Winner 114332,Free The Biggest Winner 114332,"September 5th, 2017","September 5th, 2017",1,http://www.westshorerecreation.ca/programs/guide/,free-the-biggest-winner-114332598167
157,3,Free The Biggest Winner 114332,Free The Biggest Winner 114332,"September 7th, 2017","September 7th, 2017",1,http://www.westshorerecreation.ca/programs/guide/,free-the-biggest-winner-114332311284
158,3,Free The Biggest Winner 114333,Free The Biggest Winner 114333,"September 5th, 2017","September 5th, 2017",1,http://www.westshorerecreation.ca/programs/guide/,free-the-biggest-winner-114333747163
159,3,Free The Biggest Winner 114333,Free The Biggest Winner 114333,"September 7th, 2017","September 7th, 2017",1,http://www.westshorerecreation.ca/programs/guide/,free-the-biggest-winner-114333771636
160,47,Hockey: Victoria Grizzlies Ex vs Nanaimo,Hockey: Victoria Grizzlies Ex vs Nanaimo,"September 2nd, 2017","September 2nd, 2017",2,http://www.victoriagrizzlies.com/stats/schedule/18/33/9/home?league=1,hockey:-victoria-grizzlies-ex-vs-nanaimo316263
161,4,Hockey: Victoria Grizzlies vs Vernon,Hockey: Victoria Grizzlies vs Vernon,"September 29th, 2017","September 29th, 2017",2,http://www.victoriagrizzlies.com/stats/schedule/18/32/9/home?league=1,hockey:-victoria-grizzlies-vs-vernon024561
162,4,Hockey: Victoria Grizzlies vs Langley,Hockey: Victoria Grizzlies vs Langley,"September 30th, 2017","September 30th, 2017",2,http://www.victoriagrizzlies.com/stats/schedule/18/32/9/home?league=1,hockey:-victoria-grizzlies-vs-langley819812
163,4,Lacrosse: Victoria Shamrocks vs New Westminster,Lacrosse: Victoria Shamrocks vs New Westminster,"August 20th, 2017","August 20th, 2017",2,http://www.victoriashamrocks.com/stats#/team-schedule?team_id=16040,lacrosse:-victoria-shamrocks-vs-new-westminster672199
164,4,Lacrosse: Victoria Shamrocks vs New Westminster,Lacrosse: Victoria Shamrocks vs New Westminster,"August 25th, 2017","August 25th, 2017",2,http://www.victoriashamrocks.com/stats#/team-schedule?team_id=16040,lacrosse:-victoria-shamrocks-vs-new-westminster107780
